id,Rings
90615,9.905723297009589
90616,10.02714577944261
90617,10.12198020151984
90618,11.26435477797377
90619,7.59314630675329
90620,9.252207626186031
90621,10.83794408099494
90622,6.3465144152560296
90623,7.966896783460241
90624,11.508074461415342
90625,12.540651308086726
90626,6.089114459642113
90627,10.85065382377509
90628,13.207383941180595
90629,7.427947857328354
90630,7.4238464583790496
90631,12.22444278449702
90632,5.741044899193554
90633,9.862267545940908
90634,10.63496525028632
90635,6.263004486954382
90636,7.449321157657244
90637,9.368248098613629
90638,8.904830735840052
90639,9.515464748069146
90640,10.932494859735225
90641,8.243290801540558
90642,9.730646940351095
90643,5.662945496770603
90644,10.639439004091532
90645,10.265552002586757
90646,9.0335634632223
90647,12.110235073693461
90648,13.25719356791261
90649,14.685899086780383
90650,9.747989817080013
90651,8.953179973746135
90652,8.424359093110327
90653,12.493839224435378
90654,6.290461508630826
90655,8.146963937183033
90656,10.61740830252269
90657,8.236199638786633
90658,6.703496452175857
90659,9.377962560546035
90660,7.194115781565645
90661,8.26526379827277
90662,7.353005372465343
90663,9.686724102711059
90664,7.601921946404693
90665,13.646448292912401
90666,9.048955023910084
90667,5.699666118747709
90668,10.054909737379484
90669,9.625255931763457
90670,9.217924306280706
90671,10.728326740663302
90672,8.928511936154715
90673,12.169504864953787
90674,7.514885579673606
90675,5.305762062019469
90676,11.767536140586826
90677,11.959767596495391
90678,4.55487710483392
90679,9.32098134585549
90680,9.726884794134456
90681,10.039165496866453
90682,14.702357186923658
90683,10.235189332485746
90684,12.435903304816076
90685,10.977687986219665
90686,6.90404392127898
90687,10.198876635529132
90688,9.081185172364393
90689,10.897726388819061
90690,19.04938480050674
90691,7.977448017603268
90692,11.135270386975899
90693,12.886756568115585
90694,9.314121151703953
90695,8.975802300641018
90696,10.207187296723436
90697,7.329852021184048
90698,9.470184812954685
90699,5.27274414572623
90700,10.831632756620124
90701,10.371760416308362
90702,10.059100180112067
90703,12.307546394955178
90704,5.029450977456621
90705,11.014786509944996
90706,12.055136933827065
90707,6.1922859127068355
90708,8.515230930353827
90709,9.571273680638859
90710,9.399137143618121
90711,9.16492433871674
90712,9.26159602669136
90713,15.113752107118778
90714,7.1287458585479095
90715,8.557655006261193
90716,7.075354723305674
90717,9.492740184121653
90718,4.347306223204091
90719,5.609994925992796
90720,10.680331033916257
90721,9.446052809756715
90722,9.218069374535496
90723,8.130527285243398
90724,9.50115293308403
90725,6.710269037098173
90726,7.618721529052409
90727,8.757178557541723
90728,10.495293669563326
90729,10.380032488299062
90730,10.05498847417052
90731,5.765540520278666
90732,7.961197445069978
90733,11.012265225221043
90734,9.0599302266815
90735,7.934513906611444
90736,7.65766508378555
90737,5.837920206330893
90738,7.071079765749816
90739,15.451420027529737
90740,10.859155008967006
90741,5.599544494960911
90742,9.38670408683976
90743,12.632081864411846
90744,7.13378649993453
90745,8.007799187793612
90746,8.202834582869643
90747,4.368763930921192
90748,14.385735123267168
90749,9.504403603333055
90750,4.185140677179193
90751,7.203648518343323
90752,8.38182161161893
90753,8.206101818750033
90754,9.356080902880981
90755,8.666233462224957
90756,8.959650581024652
90757,11.81817168131278
90758,8.928923227684988
90759,7.456653147315749
90760,8.074762996045985
90761,9.75157281817204
90762,9.300714689399909
90763,9.448444241530131
90764,12.442904337964148
90765,10.586611884192273
90766,7.422518446756108
90767,14.951932588883372
90768,12.476153520650499
90769,6.093623891711024
90770,11.229023792981547
90771,10.445321757140247
90772,5.7175537065217545
90773,8.053688929880204
90774,7.474718568518455
90775,9.645813074247451
90776,7.5331948302527
90777,11.790813547598978
90778,10.931687733195716
90779,10.166937145826392
90780,10.657580247622647
90781,10.681911414052326
90782,8.131753884104526
90783,11.720805489880725
90784,6.871094829475525
90785,8.517009900133674
90786,6.238578434184613
90787,9.009849774340257
90788,4.127048808025319
90789,11.555628758134496
90790,8.49856729245383
90791,6.860421233259756
90792,6.694290406579301
90793,6.5616842867962015
90794,5.852411624190734
90795,11.333961020461492
90796,11.005374520275167
90797,10.351098694589886
90798,11.392523132531222
90799,8.506690766879236
90800,16.012799654313046
90801,9.949060419757823
90802,6.969839571712603
90803,11.03231777545977
90804,16.98009964453967
90805,11.037685158389388
90806,8.634216369152655
90807,10.29707272577932
90808,9.571830199068918
90809,12.776139511489133
90810,9.514833352073971
90811,9.235009540155874
90812,6.160733935927466
90813,10.11721524543052
90814,7.309483954095947
90815,7.966863854988523
90816,5.592033140067673
90817,9.745601184940643
90818,9.330840745142478
90819,7.064804786313418
90820,6.987895222320187
90821,9.893725494561423
90822,6.927131250562612
90823,5.705135022638654
90824,13.894809336348098
90825,7.99962082586309
90826,5.618414782628098
90827,4.090013272526918
90828,10.333984859152924
90829,11.591172946124928
90830,9.305298955978678
90831,8.43102655889941
90832,9.373496662354844
90833,12.364412301870068
90834,9.771431789017914
90835,9.828138744632655
90836,8.904862831089176
90837,5.3262502621604515
90838,11.525521006289228
90839,8.264110765484444
90840,9.154835584132252
90841,11.378165310247201
90842,12.903744326787773
90843,10.532582683441232
90844,13.44855347729116
90845,10.66577455117319
90846,12.40515302684853
90847,7.0166373261318435
90848,9.519644774962115
90849,9.73064471754643
90850,8.89427920492822
90851,12.84230349309881
90852,6.2899031734588915
90853,11.459804818906319
90854,11.70489889129936
90855,7.09008684475854
90856,9.114203670657409
90857,11.140294021909929
90858,11.224806172426257
90859,10.31154063850165
90860,13.048259017613796
90861,9.596780393859216
90862,10.924923511221555
90863,8.977596161482488
90864,9.097788452342279
90865,14.922553266933482
90866,14.310812256691639
90867,11.306644368615151
90868,12.304624086205713
90869,8.063899171335093
90870,13.819879168313674
90871,11.349831400938186
90872,15.748856967070456
90873,8.528252500513991
90874,14.056666028497059
90875,8.413071452568943
90876,10.788730981936345
90877,9.397466188789005
90878,7.906316942663329
90879,9.10734703484594
90880,8.192230828636992
90881,12.975982325355027
90882,10.710476724595587
90883,11.569445665653932
90884,12.946863969199262
90885,10.283417094465957
90886,13.21981155788644
90887,5.603687743906202
90888,9.213908267436347
90889,13.553782293474752
90890,10.088481356318496
90891,11.227626768644837
90892,10.332896939177113
90893,4.325064367420371
90894,12.151466159078208
90895,11.207701954648584
90896,6.72929398131645
90897,5.474602166720831
90898,5.905386675134347
90899,13.942299052572888
90900,11.696961005845024
90901,11.250728119256147
90902,8.58157208904229
90903,6.683677556302845
90904,7.100855878524203
90905,7.974399637204931
90906,7.737162169937862
90907,10.633101668159984
90908,4.469696756734853
90909,14.169997147496733
90910,9.492795638299114
90911,8.33668185011074
90912,17.520408626238098
90913,9.247772640616398
90914,9.106690079912262
90915,6.886912429940797
90916,8.996401898033788
90917,12.652118835583106
90918,7.589912273600188
90919,8.884727229928094
90920,12.23012819450351
90921,7.016218257945177
90922,7.625396058500734
90923,9.644655023774604
90924,10.24651852564786
90925,11.130481881378016
90926,10.565352497769409
90927,10.280556573433836
90928,13.354539905470778
90929,12.077960684253872
90930,11.165590113148566
90931,10.881063025053972
90932,13.604827717324204
90933,10.5429538869107
90934,14.359876170688295
90935,8.35975013272441
90936,10.196340513010014
90937,11.425615217151732
90938,9.54315255775073
90939,9.389478640839828
90940,8.027632732829007
90941,7.579789843753395
90942,5.210868612828527
90943,13.169085887707693
